PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
24589,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,2
24589,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,B,4
24589,1612,DEM INSENSATEZ DES COL VITTAR 4ml,BOT,E,2
24589,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,B,14
24589,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,B,11
24589,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,E,2
24589,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,B,28
24589,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,1
24589,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,0
24589,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,2
24589,1806,MAKE B BAS LIQ MATE SALICYLIC 180 30g,BOT,E,2
24589,1861,MAKE B BAS LIQ MATE SALICYLIC 320 30g,BOT,E,2
24589,1862,MAKE B BAS LIQ MATE SALICYLIC 290 30g,BOT,E,2
24589,1863,MAKE B BAS LIQ MATE SALICYLIC 330 30g,BOT,E,3
24589,19734,THATY DES COL BOTICOLL 100ML,BOT,A,59
24589,2186,"INTENSE BAT MATE POP BEGE CAST 4,0g",BOT,C,0
24589,2192,INTENSE BAT MAT INTENSE POP VERM 4g,BOT,C,1
24589,22249,FREE DES COL BOTICOLL 100ml V4,BOT,A,55
24589,2239,INTENSE BAS LIQ MATE CAMUFL POP 100 20ml,BOT,E,5
24589,2240,INTENSE BAS LIQ MATE CAMUFL POP 120 20ml,BOT,C,3
24589,2252,INTENSE BAS LIQ MATE CAMUFL POP 140 20ml,BOT,C,4
24589,2256,INTENSE BAS LIQ MATE CAMUFL POP 160 20ml,BOT,C,7
24589,2257,INTENSE BAS LIQ MATE CAMUFL POP 190 20ml,BOT,C,13
24589,2258,INTENSE BAS LIQ MATE CAMUFL POP 210 20ml,BOT,C,1
24589,2259,INTENSE BAS LIQ MATE CAMUFL POP 230 20ml,BOT,C,1
24589,2260,INTENSE BAS LIQ MATE CAMUFL POP 240 20ml,BOT,C,2
24589,2274,INTENSE BAS LIQ MATE CAMUFL POP 260 20ml,BOT,C,1
24589,2276,INTENSE BAS LIQ MATE CAMUFL POP 300 20ml,BOT,E,2
24589,2285,INTENSE BAS LIQ MATE CAMUFL POP 320 20ml,BOT,E,2
24589,2286,INTENSE BAS LIQ MATE CAMUFL POP 330 20ml,BOT,E,1
24589,2483,"INTENSE LAP P/OLHO POP PRETO 1,1g",BOT,C,1
24589,25458,FLORATTA DES COL BLUE 75ml,BOT,E,2
24589,27707,BOTICOLL CONNEXION DES COL 100ml V2,BOT,A,77
24589,27861,MAKE B LAP P/OLH GEL ULTRABLACK,BOT,E,0
24589,29046,BOTICOLL CONNEX DES BDY SPR 100ml V6 PCK,BOT,B,49
24589,29226,ELYSEE CREM HID DES CPO ACETINADO 250g,BOT,E,3
24589,30226,MATCH MASC CAP SCIENCE CRESC 50ml PRM,BOT,E,1
24589,30247,EGEO DES COL PINA BLAST 90ml,BOT,B,14
24589,30363,EGEO DES COL CHERRY BLAST 90ml,BOT,B,3
24589,33424,ESTJ FLORATTA FLOWERS SORT REG/22,BOT,B,0
24589,33427,LILY GELEIA DES HID CORPORAL GLOW 250g,BOT,B,12
24589,3517,CAIXA P INST 2021 VERDE ECONOMICA,BOT,E,174
24589,3530,CAIXA M INST 2021 VERDE ECONOMICA,BOT,E,20
24589,3542,CAIXA G INST 2021 ROSA ECONOMICA,BOT,E,53
24589,3554,CAIXA G INST 2021 VERDE ECONOMICA,BOT,E,110
24589,36488,REF MAKE B PO COMP FAC HYAL 50 8g,BOT,E,2
24589,36637,REF MAKE B PO COMP FAC HYAL 60 8g,BOT,E,4
24589,36826,REF MAKE B PO COMP FAC HYAL 70 8g,BOT,E,5
24589,37159,REF MAKE B PO COMP FAC HYAL 80 8g,BOT,E,5
24589,37648,INTENSE NECESS DE NAT/12,BOT,E,2
24589,37693,REF MAKE B PO COMP FAC HYAL 10 8g,BOT,C,3
24589,37696,REF MAKE B PO COMP FAC HYAL 15 8g,BOT,C,5
24589,37699,REF MAKE B PO COMP FAC HYAL 30 8g,BOT,E,2
24589,39235,CELEBRE DES BDY SPR FORCA 100ml,BOT,C,2
24589,40018,ELYSEE BOLSA CLUTCH POLIES S/ALCA 15,BOT,E,1
24589,40052,BOT MASSAG CPO SILICONE PAI/15,BOT,E,1
24589,40133,BOLSA MAO FECHO BOCA PVC S/A 2015,BOT,E,1
24589,40220,ESTJ CBEM NUVEM REG/22,BOT,C,22
24589,41078,NSPA MASSAG CAFUNE ABS 2016,BOT,E,7
24589,41449,INTENSE PORTA BATOM PINK EM PAPEL,BOT,E,1
24589,41625,MAKE B PINCEL DUPLO OLHOS CHANFRADO,BOT,E,1
24589,41981,BOTI TAPETINHO LIMPA PINCEIS,BOT,E,1
24589,41996,MAKE B CURVADOR DE CILIOS EM METAL,BOT,E,1
24589,42223,CAPINHA ROSA E ALGODAO EM SILICONE,BOT,E,1
24589,42512,MAKE B PORTA PINCEIS METALIZADO PU,BOT,E,2
24589,43345,CBEM MASSAG CORPORAL PP,BOT,E,1
24589,43352,INTENSE TOALHA DEMAQ BYE MAKE POLIEST,BOT,E,1
24589,43355,BOTI MOLDE PARA BARBA ABS,BOT,E,1
24589,43909,BOTI BABY MOCHI MAT UNSX POL C/ALC,BOT,E,2
24589,43912,DR BOTICA MOCHILA FIDO POLIESTER C/ALC,BOT,E,3
24589,43932,MATCH ESCV P/MODELAR E ALISAR ABS,BOT,E,3
24589,43934,MATCH ESCV P/MODELAR 3D ABS,BOT,E,1
24589,43935,CBEM SAQUIN MANI E PEDI NYLON S/ALC,BOT,E,2
24589,43945,MAKE B ESPNJ KONJAC,BOT,E,3
24589,43955,MATCH PENTE P/VOL PA,BOT,E,1
24589,43956,MATCH PENTE P/ CACHOS PP,BOT,E,1
24589,4443,BOTIK ACQ GEL HID ANTIOL AC MAND/SAL 50g,BOT,E,2
