PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
19505,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,9
19505,12084,ESTJ EGEO DOLCE NAM/22,BOT,E,0
19505,1296,PMPCK THE BLEND DES ANTIT AER 2x75g,BOT,C,2
19505,12961,EUD CR DES HID CPO INDUL 250g,EUD,E,0
19505,12965,EUD CR DES HID CPO RGE 250g V2,EUD,E,0
19505,12967,LA VICT CR ACET DES HID CPO 250g V2,EUD,E,0
19505,1302,PMPCK LILY DES ANTIT AER 2x75g,BOT,B,5
19505,1314,PMPCK ZAAD DES ANTIT AER 2x75g,BOT,B,0
19505,1317,PMPCK MALBEC DES ANTIT AER 2x75g,BOT,B,1
19505,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,B,3
19505,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,C,8
19505,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,B,13
19505,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,E,1
19505,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,B,4
19505,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,0
19505,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,3
19505,1685,NSPA OL MULTIF ROSE 85ml,BOT,E,2
19505,1697,NSPA OL MULTIF QUINOA 85ml,BOT,E,2
19505,1762,CBEM CARTCH PRES BEIJINHO,BOT,E,0
19505,1786,MAKE B BAS LIQ MATE SALICYLIC 150 30g,BOT,C,1
19505,1787,MAKE B BAS LIQ MATE SALICYLIC 120 30g,BOT,E,4
19505,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,3
19505,1789,MAKE B BAS LIQ MATE SALICYLIC 220 30g,BOT,E,5
19505,1790,MAKE B BAS LIQ MATE SALICYLIC 190 30g,BOT,E,3
19505,1806,MAKE B BAS LIQ MATE SALICYLIC 180 30g,BOT,C,2
19505,1808,MAKE B BAS LIQ MATE SALICYLIC 200 30g,BOT,E,3
