PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
7908,10019,"GLAM BAT MICR/PLAS SCARLET ABSOLUTO 3,3g",EUD,E,0
7908,10020,"GLAM BAT MICR/PLAS NUDE ROSADO 3,3g",EUD,E,0
7908,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,10
7908,1005,DEM FLORATTA DES COL MY BLUE 4ml,BOT,E,0
7908,10140,"GLAM BAT MICR/PLAS MARSALA SUPREMO 3,3g",EUD,E,0
7908,10282,"GLAM BAT MICR/PLAS VERMELHO RUBY 3,3g",EUD,E,0
7908,10297,"GLAM BAT MICR/PLAS ROSE DELICADO 3,3g",EUD,E,0
7908,1062,NIINA SECRETS DES COL 100ml,EUD,E,0
7908,1063,DEM NIINA SECRETS DES COL 4ml,EUD,E,0
7908,1073,NIINA SECRETS LOC DES HID CPO 200ml,EUD,E,0
7908,1078,MATCH SRUM CAP POS QUIMICA 50ml,BOT,E,3
7908,1113,COMB AROMATER STRESS,BOT,E,0
7908,1114,COMB AROMATER ENERG,BOT,E,0
7908,1116,COMB AROMATER CALMA,BOT,E,0
7908,1125,COMB EGEO DOLCE MAES NANICO,BOT,E,0
7908,1159,GLAM ILUM STCK FAC GOLDEN 5g,EUD,E,0
7908,1160,GLAM BLUSH STCK MALVA 5g,EUD,E,0
7908,1192,GLAM BLUSH STCK GINGER 5g,EUD,E,0
7908,1204,GLAM GEL LIMP DEMAQ SK/PERF 100g,EUD,E,0
7908,12084,ESTJ EGEO DOLCE NAM/22,BOT,E,0
7908,1245,GLAM ESMLT AMEIXA PROFUNDO 7ml,EUD,E,0
7908,1246,GLAM ESMLT AZUL CARBONO 7ml,EUD,E,0
7908,1296,PMPCK THE BLEND DES ANTIT AER 2x75g,BOT,C,3
7908,12961,EUD CR DES HID CPO INDUL 250g,EUD,E,0
7908,12965,EUD CR DES HID CPO RGE 250g V2,EUD,E,0
7908,12967,LA VICT CR ACET DES HID CPO 250g V2,EUD,E,0
7908,1302,PMPCK LILY DES ANTIT AER 2x75g,BOT,C,3
7908,1314,PMPCK ZAAD DES ANTIT AER 2x75g,BOT,E,0
7908,1317,PMPCK MALBEC DES ANTIT AER 2x75g,BOT,C,4
7908,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,B,0
7908,14482,FLAC LILY EDP 4ml VE,BOT,E,0
7908,1454,"GLAM PLT SOMBRA ESSENTIAL 5,85g",EUD,E,0
7908,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,B,13
7908,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,B,0
7908,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,E,8
7908,1641,SIAGE SHAMP HAIR/PLAS 250ml,EUD,E,0
7908,16438,FLAC GLAMOUR S/B DES COL 4ml VE,BOT,E,0
7908,16439,FLAC ANNI DES COL 4ML VE,BOT,E,0
7908,1644,SIAGE MASC CAP HIALUR HAIR/PLAS 250g,EUD,E,0
7908,1648,CJ SCH SIAGE HAIR/PLAS 3x7ml VDA,EUD,E,0
7908,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,B,5
7908,1657,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,BOT,E,0
7908,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,0
7908,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,1
7908,1685,NSPA OL MULTIF ROSE 85ml,BOT,E,3
7908,1697,NSPA OL MULTIF QUINOA 85ml,BOT,C,4
7908,17552,DEM/V CARBON DES COL 4ml,EUD,E,0
7908,1762,CBEM CARTCH PRES BEIJINHO,BOT,E,0
7908,1786,MAKE B BAS LIQ MATE SALICYLIC 150 30g,BOT,C,0
7908,1787,MAKE B BAS LIQ MATE SALICYLIC 120 30g,BOT,C,3
7908,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,0
7908,1789,MAKE B BAS LIQ MATE SALICYLIC 220 30g,BOT,E,0
7908,1790,MAKE B BAS LIQ MATE SALICYLIC 190 30g,BOT,E,0
7908,1806,MAKE B BAS LIQ MATE SALICYLIC 180 30g,BOT,E,0
7908,1808,MAKE B BAS LIQ MATE SALICYLIC 200 30g,BOT,C,4
7908,1861,MAKE B BAS LIQ MATE SALICYLIC 320 30g,BOT,E,0
7908,1862,MAKE B BAS LIQ MATE SALICYLIC 290 30g,BOT,C,2
7908,1863,MAKE B BAS LIQ MATE SALICYLIC 330 30g,BOT,E,0
