PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
7879,10019,-,"GLAM BAT MICR/PLAS SCARLET ABSOLUTO 3,3g",0,Descontinuado,EUD
7879,10020,-,"GLAM BAT MICR/PLAS NUDE ROSADO 3,3g",0,Descontinuado,EUD
7879,1004,52493,FLORATTA DES COL MY BLUE 75ml,36,Descontinuado,BOT
7879,10140,-,"GLAM BAT MICR/PLAS MARSALA SUPREMO 3,3g",0,Descontinuado,EUD
7879,10282,-,"GLAM BAT MICR/PLAS VERMELHO RUBY 3,3g",0,Descontinuado,EUD
7879,10297,-,"GLAM BAT MICR/PLAS ROSE DELICADO 3,3g",0,Descontinuado,EUD
7879,1080,-,INTENSE GLOS LAB BUBBAL TUT/FRUT 5ml,6,Descontinuado,BOT
7879,1159,-,GLAM ILUM STCK FAC GOLDEN 5g,1,Descontinuado,EUD
7879,1160,-,GLAM BLUSH STCK MALVA 5g,4,Descontinuado,EUD
7879,1192,-,GLAM BLUSH STCK GINGER 5g,5,Descontinuado,EUD
7879,12084,-,ESTJ EGEO DOLCE NAM/22,0,Descontinuado,BOT
7879,1278,-,"GLAM MASC CILIO VOL INFINITY 8,5g",1,Descontinuado,EUD
7879,12961,87807,EUD CR DES HID CPO INDUL 250g,14,Descontinuado,EUD
7879,12965,86749,EUD CR DES HID CPO RGE 250g V2,19,Descontinuado,EUD
7879,1454,-,"GLAM PLT SOMBRA ESSENTIAL 5,85g",0,Descontinuado,EUD
7879,1657,57737,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,0,Descontinuado,BOT
7879,1672,-,NSPA LOC ANTIOX D H CPO M/RUBY 100ml PRM,2,Descontinuado,BOT
7879,1676,87051,NSPA OL MULTIF AMEIXA 85ml,8,Descontinuado,BOT
7879,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,0,Descontinuado,BOT
7879,1728,-,SIAGE BSTR CAP ACIDCOL HAIR/PLAS 100ml,4,Descontinuado,EUD
