PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
22543,1004,52493,FLORATTA DES COL MY BLUE 75ml,46,Descontinuado,BOT
22543,1192,-,GLAM BLUSH STCK GINGER 5g,3,Descontinuado,EUD
22543,12961,87807,EUD CR DES HID CPO INDUL 250g,15,Descontinuado,EUD
22543,12965,86749,EUD CR DES HID CPO RGE 250g V2,15,Descontinuado,EUD
22543,1676,87051,NSPA OL MULTIF AMEIXA 85ml,3,Descontinuado,BOT
22543,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,9,Descontinuado,BOT
22543,19685,53518,ELYSEE EDP 50ml,0,Descontinuado,BOT
22543,19814,-,EUD CR DES HID CPO DLX 250g V4,0,Descontinuado,EUD
22543,19815,86538,SOUL MASC CILIO VOL BOMB 10g,0,Descontinuado,EUD
22543,23743,88212,DEM FLAC ELYSEE EDP 4ml VE,0,Descontinuado,BOT
22543,25458,48310,FLORATTA DES COL BLUE 75ml,177,Descontinuado,BOT
22543,27856,53427,MAKE B DELINEADOR LIQ P/OLHOS PRETO,1,Descontinuado,BOT
22543,28347,49896,CUIDE SE BEM LOCAO H D/CPO R/ALG 200ml,4,Descontinuado,BOT
22543,29226,85796,ELYSEE CREM HID DES CPO ACETINADO 250g,19,Descontinuado,BOT
22543,30015,-,QDB BASE LIQ LEVANTA TUDO COR 14N 30ml,4,Descontinuado,QDB
22543,30016,-,QDB BASE LIQ LEVANTA TUDO COR 06Q 30ml,4,Descontinuado,QDB
22543,30017,-,QDB BASE LIQ LEVANTA TUDO COR 07N 30ml,3,Descontinuado,QDB
22543,30018,-,QDB BASE LIQ LEVANTA TUDO COR 15Q 30ml,5,Descontinuado,QDB
22543,30178,-,GLAM ILUM STCK FAC LUMINOUS 5g,0,Descontinuado,EUD
22543,30192,54101,MALBEC DES COL X 100ml,18,Descontinuado,BOT
22543,3220,-,OUI EDP FLEURS ETERN LA JONQUILLE 75ml,2,Descontinuado,BOT
22543,40058,-,REF CELEBRE DES BDY SPR FORCA 100ml,9,Descontinuado,BOT
22543,4443,-,BOTIK ACQ GEL HID ANTIOL AC MAND/SAL 50g,5,Descontinuado,BOT
22543,4472,-,BOTIK GEL SEC P/ACNE ACID MAND/SALIC 15g,4,Descontinuado,BOT
22543,4473,87491,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,0,Descontinuado,BOT
22543,4480,87484,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,6,Descontinuado,BOT
22543,4539,87482,BOTIK CR FAC FIRMADOR AC/HIAL 40g V2,2,Descontinuado,BOT
22543,45553,-,INTENSE TOALHA DEMAQ ROXA PES,1,Descontinuado,BOT
22543,45982,-,MOLIERE CAHIER CADERNO,3,Descontinuado,BOT
22543,46467,-,CBEM NECESS BRCA BOA NOITE S/A PES,1,Descontinuado,BOT
22543,46933,-,QDB LOC DES HID CPO REPAIR 400ml,15,Descontinuado,QDB
22543,46936,-,QDB LOC DES HID CPO REPAIR 200ml,15,Descontinuado,QDB
22543,47168,-,SIAGE COND CBT/FRIZ 200ml RPCK,30,Descontinuado,EUD
22543,47169,-,SIAGE MASC CAP CBT/FRIZ 250g RPCK,30,Descontinuado,EUD
22543,47171,-,SIAGE SPR ANTI FRIZZ CBT/FRIZ 50ml RPCK,18,Descontinuado,EUD
22543,47300,-,NSPA SHAMP SLD AMEI 90g,5,Descontinuado,BOT
22543,47412,-,INTENSE NECESSAIRE PU S/ALC,1,Descontinuado,BOT
22543,47552,88022,BOTICA 214 EDP FOUG AROM VER/FIRENZ 90ml,41,Descontinuado,BOT
22543,47597,86035,INSTANCE DES ANTIT AER FR/VERM 150ml,9,Descontinuado,EUD
