PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
21557,1004,52493,FLORATTA DES COL MY BLUE 75ml,10,Descontinuado,BOT
21557,1676,87051,NSPA OL MULTIF AMEIXA 85ml,2,Descontinuado,BOT
21557,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,4,Descontinuado,BOT
21557,19685,53518,ELYSEE EDP 50ml,0,Descontinuado,BOT
21557,23743,88212,DEM FLAC ELYSEE EDP 4ml VE,0,Descontinuado,BOT
21557,25458,48310,FLORATTA DES COL BLUE 75ml,75,Descontinuado,BOT
21557,27861,55505,MAKE B LAP P/OLH GEL ULTRABLACK,4,Descontinuado,BOT
21557,29226,85796,ELYSEE CREM HID DES CPO ACETINADO 250g,0,Descontinuado,BOT
21557,30192,54101,MALBEC DES COL X 100ml,13,Descontinuado,BOT
21557,33359,-,SACOLA P INST/21 VERDE STD MOD C/200,18,Descontinuado,BOT
21557,36486,58528,ESTJ FLORATTA BLUE REG/22,0,Descontinuado,BOT
21557,40058,-,REF CELEBRE DES BDY SPR FORCA 100ml,10,Descontinuado,BOT
21557,40084,-,MAKE B PINCEL PO,3,Descontinuado,BOT
21557,40088,-,MAKE B PINCEL APLICAR SOMBRA,5,Descontinuado,BOT
21557,40092,-,MAKE B PINCEL RETRATIL LABIOS,1,Descontinuado,BOT
21557,41623,-,MAKE B PINCEL BASE LIQUIDA,4,Descontinuado,BOT
21557,41624,-,MAKE B PINCEL CONTORNO FACIAL,3,Descontinuado,BOT
21557,41625,-,MAKE B PINCEL DUPLO OLHOS CHANFRADO,5,Descontinuado,BOT
21557,43566,-,MAKE B PINC ESCOVA BASE,1,Descontinuado,BOT
21557,43909,49922,BOTI BABY MOCHI MAT UNSX POL C/ALC,2,Descontinuado,BOT
21557,44410,-,MAKE B PINC LEQUE,3,Descontinuado,BOT
21557,44411,-,MAKE B PINC CONTORNO ANGULAR,2,Descontinuado,BOT
21557,4443,-,BOTIK ACQ GEL HID ANTIOL AC MAND/SAL 50g,2,Descontinuado,BOT
21557,44580,-,MAKE B PINC ESPIRAL P/PELE,1,Descontinuado,BOT
21557,4473,87491,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,0,Descontinuado,BOT
21557,44764,-,SOPHIE CJ PINC C/2 UN,0,Descontinuado,BOT
21557,4480,87484,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,3,Descontinuado,BOT
21557,44865,56841,BOTI BANHEIRINHA TRANSP PS,0,Descontinuado,BOT
21557,44967,-,BOTI BABY SABONETEIRA PP,1,Descontinuado,BOT
21557,4539,87482,BOTIK CR FAC FIRMADOR AC/HIAL 40g V2,4,Descontinuado,BOT
21557,45551,-,MAKE B TAPETE LIMP PINCEIS SILICONE,1,Descontinuado,BOT
21557,45568,-,BOTI BABY CAPINHA FIDO AMARELA SILICONE,1,Descontinuado,BOT
21557,47235,50395,BOTI SUN PROT SOL CPO FPS 30 200g,0,Descontinuado,BOT
21557,47552,88022,BOTICA 214 EDP FOUG AROM VER/FIRENZ 90ml,12,Descontinuado,BOT
21557,47594,47963,BOTI SUN PROT CPO FPS 50 200g,0,Descontinuado,BOT
21557,47630,88019,BOTICA 214 EDP DARK MINT 90ml V2,17,Descontinuado,BOT
21557,47635,-,BOTICA 214 CR AC DES HID CPO V/FIR 200g,0,Descontinuado,BOT
21557,47638,-,MATCH COND PROT DA COR 250ml,3,Descontinuado,BOT
21557,47641,-,MATCH MASC MATIZ PROT/LOIROS 250g,2,Descontinuado,BOT
21557,47777,-,BOTI BABY SAB LIQ CAB/PES NAN/NEN 200ml,3,Descontinuado,BOT
21557,47782,-,BOTI BABY COL NAN/NEN 100ml,2,Descontinuado,BOT
21557,47853,-,REF ARBO DES SPR FOREST 100ml,5,Descontinuado,BOT
21557,47869,-,MATCH LEAV CAP SCIENCE RECONS 150ml,1,Descontinuado,BOT
21557,47917,-,MATCH CR MODEL RESP/CACH CRESP 290ml V2,1,Descontinuado,BOT
21557,47951,58348,ZAAD EDP MONDO 95ml V3,0,Descontinuado,BOT
21557,48020,57675,NSPA OLEO ACUC ESF CPO AMEI 200g V3,0,Descontinuado,BOT
21557,48100,59193,CBEM COND FEIRA BANANA 170ml,12,Descontinuado,BOT
21557,48130,84387,MALBEC DES COL 100ml V5,38,Descontinuado,BOT
21557,48136,48307,FLORATTA DES COL F/SECRET 75ml V2,209,Descontinuado,BOT
21557,48144,85606,INSENSATEZ DES COL 100ml V3,40,Descontinuado,BOT
21557,48200,59029,MALBEC CR P/BARB SENSIT CLUB 100g,5,Descontinuado,BOT
