PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
24600,1004,52493,FLORATTA DES COL MY BLUE 75ml,4,Descontinuado,BOT
24600,1078,-,MATCH SRUM CAP POS QUIMICA 50ml,1,Descontinuado,BOT
24600,1612,-,DEM INSENSATEZ DES COL VITTAR 4ml,2,Descontinuado,BOT
24600,1676,87051,NSPA OL MULTIF AMEIXA 85ml,3,Descontinuado,BOT
24600,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,4,Descontinuado,BOT
24600,1685,-,NSPA OL MULTIF ROSE 85ml,3,Descontinuado,BOT
24600,1703,-,NSPA OL CPO JASMIM SAMBAC 85ml,2,Descontinuado,BOT
24600,22023,-,INTENSE DES COL OOPSS 50ml,6,Descontinuado,BOT
24600,25458,48310,FLORATTA DES COL BLUE 75ml,57,Descontinuado,BOT
24600,29226,85796,ELYSEE CREM HID DES CPO ACETINADO 250g,22,Descontinuado,BOT
24600,30226,-,MATCH MASC CAP SCIENCE CRESC 50ml PRM,3,Descontinuado,BOT
24600,37648,-,INTENSE NECESS DE NAT/12,1,Descontinuado,BOT
24600,38476,-,BOT PINCEL FAN IND V3,1,Descontinuado,BOT
24600,38480,-,BOT PINCEL DELINEAR SOMB BOCA IND V4,1,Descontinuado,BOT
24600,40031,-,MAKE B APLICADOR CILIOS POST PLCB 2015,1,Descontinuado,BOT
24600,40093,-,MAKE B ESPNJ MAQ SILIESPONJA PU,1,Descontinuado,BOT
24600,42111,-,CAPINHA MORANGUINHO EM SILICONE,2,Descontinuado,BOT
24600,42223,-,CAPINHA ROSA E ALGODAO EM SILICONE,3,Descontinuado,BOT
24600,43352,-,INTENSE TOALHA DEMAQ BYE MAKE POLIEST,1,Descontinuado,BOT
24600,43358,-,DR BOTICA NECESS PVC S/ALC,1,Descontinuado,BOT
24600,43785,56254,CBEM CAPINHA DELEITE SILICONE,2,Descontinuado,BOT
24600,43932,-,MATCH ESCV P/MODELAR E ALISAR ABS,5,Descontinuado,BOT
24600,43934,-,MATCH ESCV P/MODELAR 3D ABS,2,Descontinuado,BOT
24600,43935,-,CBEM SAQUIN MANI E PEDI NYLON S/ALC,1,Descontinuado,BOT
24600,43956,-,MATCH PENTE P/ CACHOS PP,2,Descontinuado,BOT
24600,43960,-,MATCH ESCV P/ACAB ABS,2,Descontinuado,BOT
24600,4472,-,BOTIK GEL SEC P/ACNE ACID MAND/SALIC 15G,2,Descontinuado,BOT
24600,4473,87491,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,2,Descontinuado,BOT
24600,44764,-,SOPHIE CJ PINC C/2 UN,2,Descontinuado,BOT
24600,4480,87484,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,1,Descontinuado,BOT
24600,44801,-,CBEM BOLSA VERAO PES C/A,6,Descontinuado,BOT
24600,44807,-,MATCH ESTJ PRATICO P/CABELOS,2,Descontinuado,BOT
24600,44864,-,INTENSE NECESS PRATICA PES S/A,2,Descontinuado,BOT
24600,44968,-,SOPHIE SABONETEIRA PP,3,Descontinuado,BOT
24600,4510,87483,REF BOTIK CR FAC FIRM AC/HIALUR 40g,3,Descontinuado,BOT
24600,4539,87482,BOTIK CR FAC FIRMADOR AC/HIAL 40G V2,1,Descontinuado,BOT
24600,45551,-,MAKE B TAPETE LIMP PINCEIS SILICONE,2,Descontinuado,BOT
