PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
20113,1004,52493,FLORATTA DES COL MY BLUE 75ml,15,Descontinuado,BOT
20113,1078,-,MATCH SRUM CAP POS QUIMICA 50ml,1,Descontinuado,BOT
20113,12084,-,ESTJ EGEO DOLCE NAM/22,0,Descontinuado,BOT
20113,1657,57737,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,0,Descontinuado,BOT
20113,1676,87051,NSPA OL MULTIF AMEIXA 85ml,2,Descontinuado,BOT
20113,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,13,Descontinuado,BOT
20113,19685,53518,ELYSEE EDP 50ml,0,Descontinuado,BOT
20113,23743,88212,DEM FLAC ELYSEE EDP 4ml VE,8,Descontinuado,BOT
20113,24837,-,FLAC MALBEC DES COL 4ml VE,22,Descontinuado,BOT
20113,24842,-,FLAC COFFEE MAN DES COL 4ml VE,16,Descontinuado,BOT
20113,25458,48310,FLORATTA DES COL BLUE 75ml,87,Descontinuado,BOT
20113,27856,53427,MAKE B DELINEADOR LIQ P/OLHOS PRETO,9,Descontinuado,BOT
20113,27861,55505,MAKE B LAP P/OLH GEL ULTRABLACK,3,Descontinuado,BOT
20113,29226,85796,ELYSEE CREM HID DES CPO ACETINADO 250g,8,Descontinuado,BOT
20113,29528,-,MAKE B SOMB TRIO P/SOBRANC,2,Descontinuado,BOT
20113,30187,-,MAXI PRESENTE INST 2021 UNITARIO,18,Descontinuado,BOT
20113,30192,54101,MALBEC DES COL X 100ml,13,Descontinuado,BOT
20113,30226,-,MATCH MASC CAP SCIENCE CRESC 50ml PRM,17,Descontinuado,BOT
20113,3220,-,OUI EDP FLEURS ETERN LA JONQUILLE 75ML,0,Descontinuado,BOT
20113,33359,-,SACOLA P INST/21 VERDE STD MOD C/200,6,Descontinuado,BOT
20113,3520,-,SHA CAB C/PEMANENT 250ml PROM,67,Descontinuado,BOT
20113,36486,58528,ESTJ FLORATTA BLUE REG/22,0,Descontinuado,BOT
20113,40084,-,MAKE B PINCEL PO,5,Descontinuado,BOT
20113,40092,-,MAKE B PINCEL RETRATIL LABIOS,2,Descontinuado,BOT
20113,41624,-,MAKE B PINCEL CONTORNO FACIAL,12,Descontinuado,BOT
20113,41625,-,MAKE B PINCEL DUPLO OLHOS CHANFRADO,5,Descontinuado,BOT
20113,42111,-,CAPINHA MORANGUINHO EM SILICONE,2,Descontinuado,BOT
20113,42223,-,CAPINHA ROSA E ALGODAO EM SILICONE,1,Descontinuado,BOT
20113,43849,-,MAKE B PINC PIGM ROSE GOLD,1,Descontinuado,BOT
20113,43944,-,NSPA ESPNJ DE BNH BICLR VERM PE,1,Descontinuado,BOT
20113,43951,-,SOPHIE ESCV DESEMBARACO ABS,2,Descontinuado,BOT
20113,44058,-,CARTELA DE ADESIVOS NAMORADOS C/100,100,Descontinuado,BOT
20113,44410,-,MAKE B PINC LEQUE,2,Descontinuado,BOT
20113,44580,-,MAKE B PINC ESPIRAL P/PELE,2,Descontinuado,BOT
20113,4473,87491,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,4,Descontinuado,BOT
20113,4480,87484,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,2,Descontinuado,BOT
20113,44807,-,MATCH ESTJ PRATICO P/CABELOS,1,Descontinuado,BOT
20113,44851,-,MAKE B ESTJ P/SOBRANCELHAS,3,Descontinuado,BOT
20113,44863,-,DR BOTICA MALETA METAL C/A,1,Descontinuado,BOT
20113,44864,-,INTENSE NECESS PRATICA PES S/A,1,Descontinuado,BOT
20113,44865,56841,BOTI BANHEIRINHA TRANSP PS,0,Descontinuado,BOT
20113,4510,87483,REF BOTIK CR FAC FIRM AC/HIALUR 40g,3,Descontinuado,BOT
20113,4539,87482,BOTIK CR FAC FIRMADOR AC/HIAL 40G V2,6,Descontinuado,BOT
20113,45551,-,MAKE B TAPETE LIMP PINCEIS SILICONE,1,Descontinuado,BOT
20113,45553,-,INTENSE TOALHA DEMAQ ROXA PES,2,Descontinuado,BOT
20113,45973,-,BOTI BOLSA TOTE HOLOG TPU C/A,1,Descontinuado,BOT
20113,46014,-,BOTI CAPINHA CREM MAOS PES C/A,2,Descontinuado,BOT
20113,46467,-,CBEM NECESS BRCA BOA NOITE S/A PES,0,Descontinuado,BOT
20113,46554,-,BOTI ECOBAG LONITA SUSTENTAVEL/NYLON,1,Descontinuado,BOT
20113,46757,-,BOTI BOLSA ECOBAG BRCA G PES C/A,2,Descontinuado,BOT
20113,46758,-,CELEBRE BOLSA FEM PRATA PU C/ALC,2,Descontinuado,BOT
20113,46895,-,BOTI MASSAG CPO PP,1,Descontinuado,BOT
20113,46948,-,ARBO SHW GEL CAB/CPO 75G,8,Descontinuado,BOT
20113,47235,50395,BOTI SUN PROT SOL CPO FPS 30 200g,1,Descontinuado,BOT
20113,47299,-,NSPA COND SOLIDO 75G,3,Descontinuado,BOT
