PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
22650,10019,-,"GLAM BAT MICR/PLAS SCARLET ABSOLUTO 3,3g",0,Descontinuado,EUD
22650,10020,-,"GLAM BAT MICR/PLAS NUDE ROSADO 3,3g",0,Descontinuado,EUD
22650,1004,52493,FLORATTA DES COL MY BLUE 75ml,119,Descontinuado,BOT
22650,10140,-,"GLAM BAT MICR/PLAS MARSALA SUPREMO 3,3g",0,Descontinuado,EUD
22650,10282,-,"GLAM BAT MICR/PLAS VERMELHO RUBY 3,3g",0,Descontinuado,EUD
22650,10297,-,"GLAM BAT MICR/PLAS ROSE DELICADO 3,3g",0,Descontinuado,EUD
22650,1063,-,DEM NIINA SECRETS DES COL 4ml,0,Descontinuado,EUD
22650,1159,-,GLAM ILUM STCK FAC GOLDEN 5g,0,Descontinuado,EUD
22650,1160,-,GLAM BLUSH STCK MALVA 5g,0,Descontinuado,EUD
22650,1192,-,GLAM BLUSH STCK GINGER 5g,0,Descontinuado,EUD
22650,1204,-,GLAM GEL LIMP DEMAQ SK/PERF 100g,0,Descontinuado,EUD
22650,12084,-,ESTJ EGEO DOLCE NAM/22,0,Descontinuado,BOT
22650,1245,-,GLAM ESMLT AMEIXA PROFUNDO 7ml,0,Descontinuado,EUD
22650,1246,-,GLAM ESMLT AZUL CARBONO 7ML,0,Descontinuado,EUD
22650,1278,-,"GLAM MASC CILIO VOL INFINITY 8,5g",6,Descontinuado,EUD
22650,12961,87807,EUD CR DES HID CPO INDUL 250g,0,Descontinuado,EUD
22650,12965,86749,EUD CR DES HID CPO RGE 250g V2,0,Descontinuado,EUD
22650,1454,-,"GLAM PLT SOMBRA ESSENTIAL 5,85g",0,Descontinuado,EUD
22650,1657,57737,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,0,Descontinuado,BOT
22650,1672,-,NSPA LOC ANTIOX D H CPO M/RUBY 100ml PRM,23,Descontinuado,BOT
22650,1676,87051,NSPA OL MULTIF AMEIXA 85ml,9,Descontinuado,BOT
22650,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,4,Descontinuado,BOT
