PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
13867,1004,52493,FLORATTA DES COL MY BLUE 75ml,27,Descontinuado,BOT
13867,12084,-,ESTJ EGEO DOLCE NAM/22,0,Descontinuado,BOT
13867,1657,57737,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,0,Descontinuado,BOT
13867,1676,87051,NSPA OL MULTIF AMEIXA 85ml,0,Descontinuado,BOT
13867,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,0,Descontinuado,BOT
13867,1703,-,NSPA OL CPO JASMIM SAMBAC 85ml,2,Descontinuado,BOT
13867,19685,53518,ELYSEE EDP 50ml,0,Descontinuado,BOT
13867,23743,88212,DEM FLAC ELYSEE EDP 4ml VE,0,Descontinuado,BOT
13867,25458,48310,FLORATTA DES COL BLUE 75ml,57,Descontinuado,BOT
13867,25472,48313,FLORATTA DES COL ROSE 75ml,1,Descontinuado,BOT
13867,27861,55505,MAKE B LAP P/OLH GEL ULTRABLACK,6,Descontinuado,BOT
13867,28813,48141,ACCORDES DES COL 80ml V4,4,Descontinuado,BOT
13867,29226,85796,ELYSEE CREM HID DES CPO ACETINADO 250g,4,Descontinuado,BOT
13867,30192,54101,MALBEC DES COL X 100ml,15,Descontinuado,BOT
13867,30226,-,MATCH MASC CAP SCIENCE CRESC 50ml PRM,14,Descontinuado,BOT
13867,3220,-,OUI EDP FLEURS ETERN LA JONQUILLE 75ML,0,Descontinuado,BOT
13867,36486,58528,ESTJ FLORATTA BLUE REG/22,0,Descontinuado,BOT
13867,38476,-,BOT PINCEL FAN IND V3,1,Descontinuado,BOT
13867,38482,-,BOT PINCEL BOCA RETR IND V3,1,Descontinuado,BOT
13867,40084,-,MAKE B PINCEL PO,2,Descontinuado,BOT
13867,40086,-,MAKE B PINCEL BLUSH,1,Descontinuado,BOT
13867,41544,-,N/SPA BANHEIRINHA TRANSP EM PS,2,Descontinuado,BOT
13867,41624,-,MAKE B PINCEL CONTORNO FACIAL,1,Descontinuado,BOT
13867,41625,-,MAKE B PINCEL DUPLO OLHOS CHANFRADO,1,Descontinuado,BOT
13867,41996,-,MAKE B CURVADOR DE CILIOS EM METAL,2,Descontinuado,BOT
13867,42111,-,CAPINHA MORANGUINHO EM SILICONE,1,Descontinuado,BOT
13867,42223,-,CAPINHA ROSA E ALGODAO EM SILICONE,2,Descontinuado,BOT
13867,43355,-,BOTI MOLDE PARA BARBA ABS,1,Descontinuado,BOT
13867,43846,-,CBEM CAPINHA LAVANDINHA SILICONE,5,Descontinuado,BOT
13867,43939,-,MATCH ESCV PARA DESEMBARACAR ABS,2,Descontinuado,BOT
13867,43951,-,SOPHIE ESCV DESEMBARACO ABS,2,Descontinuado,BOT
13867,43955,-,MATCH PENTE P/VOL PA,1,Descontinuado,BOT
13867,43956,-,MATCH PENTE P/ CACHOS PP,1,Descontinuado,BOT
13867,44410,-,MAKE B PINC LEQUE,1,Descontinuado,BOT
13867,44580,-,MAKE B PINC ESPIRAL P/PELE,1,Descontinuado,BOT
13867,4473,87491,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,4,Descontinuado,BOT
13867,44779,-,MAKE B CJ PINC GLITTER,1,Descontinuado,BOT
13867,4480,87484,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,10,Descontinuado,BOT
13867,44864,-,INTENSE NECESS PRATICA PES S/A,1,Descontinuado,BOT
13867,44865,56841,BOTI BANHEIRINHA TRANSP PS,0,Descontinuado,BOT
13867,4510,87483,REF BOTIK CR FAC FIRM AC/HIALUR 40g,1,Descontinuado,BOT
13867,4539,87482,BOTIK CR FAC FIRMADOR AC/HIAL 40G V2,2,Descontinuado,BOT
13867,45544,-,NSPA ESPNJ VERDE KONJAC,1,Descontinuado,BOT
13867,45551,-,MAKE B TAPETE LIMP PINCEIS SILICONE,1,Descontinuado,BOT
13867,45552,-,INTENSE NECESS TRIANGULAR PES,1,Descontinuado,BOT
13867,46467,-,CBEM NECESS BRCA BOA NOITE S/A PES,0,Descontinuado,BOT
13867,46757,-,BOTI BOLSA ECOBAG BRCA G PES C/A,2,Descontinuado,BOT
13867,47235,50395,BOTI SUN PROT SOL CPO FPS 30 200g,0,Descontinuado,BOT
13867,47299,-,NSPA COND SOLIDO 75G,2,Descontinuado,BOT
13867,47300,-,NSPA SHAMP SLD AMEI 90g,3,Descontinuado,BOT
13867,47412,-,INTENSE NECESSAIRE PU S/ALC,0,Descontinuado,BOT
13867,47552,88022,BOTICA 214 EDP FOUG AROM VER/FIRENZ 90ml,11,Descontinuado,BOT
13867,47594,47963,BOTI SUN PROT CPO FPS 50 200G,0,Descontinuado,BOT
13867,47595,52342,BOTI SUN PROT CPO FPS 70 200G,1,Descontinuado,BOT
13867,47630,88019,BOTICA 214 EDP DARK MINT 90ml V2,0,Descontinuado,BOT
13867,47635,-,BOTICA 214 CR AC DES HID CPO V/FIR 200g,0,Descontinuado,BOT
13867,47782,-,BOTI BABY COL NAN/NEN 100ml,7,Descontinuado,BOT
13867,47913,-,MATCH COND RESP/CACH 250ml V2,1,Descontinuado,BOT
13867,47951,58348,ZAAD EDP MONDO 95ML V3,1,Descontinuado,BOT
13867,47960,57731,BOTI SUN PROT CPO SPR ACQ/FL FPS50 180ml,0,Descontinuado,BOT
