PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
24602,1004,52493,FLORATTA DES COL MY BLUE 75ml,6,Descontinuado,BOT
24602,25458,48310,FLORATTA DES COL BLUE 75ml,31,Descontinuado,BOT
24602,27861,55505,MAKE B LAP P/OLH GEL ULTRABLACK,5,Descontinuado,BOT
24602,35782,-,FAIXA DE CABELO O BOTICARIO,1,Descontinuado,BOT
24602,36216,-,MOUSE PIMENTA NAM/2010,1,Descontinuado,BOT
24602,37648,-,INTENSE NECESS DE NAT/12,1,Descontinuado,BOT
24602,37923,-,NSPA ORGANIZADOR 2012,2,Descontinuado,BOT
24602,38177,-,NSPA TOUCA BNH,1,Descontinuado,BOT
24602,38476,-,BOT PINCEL FAN IND V3,1,Descontinuado,BOT
24602,38480,-,BOT PINCEL DELINEAR SOMB BOCA IND V4,4,Descontinuado,BOT
24602,39282,-,LENCO EM POLIESTER BRASILIDADE 2014,2,Descontinuado,BOT
24602,39285,-,MAXI BOLSA POLIESTER BRAS/14,1,Descontinuado,BOT
24602,39415,-,MAKE B PINCEL KABUKI T/C,1,Descontinuado,BOT
24602,40001,-,KIT INTENSE PINCEL CIRCUS MALABARES,1,Descontinuado,BOT
24602,40028,-,APARELHO LIMPEZA FACIAL ABS MAKE B 2016,1,Descontinuado,BOT
24602,40088,-,MAKE B PINCEL APLICAR SOMBRA,1,Descontinuado,BOT
24602,40092,-,MAKE B PINCEL RETRATIL LABIOS,2,Descontinuado,BOT
24602,40801,-,PRENDEDOR CANGA EM PP CUIDE-SE BEM 2015,9,Descontinuado,BOT
24602,41449,-,INTENSE PORTA BATOM PINK EM PAPEL,1,Descontinuado,BOT
24602,41624,-,MAKE B PINCEL CONTORNO FACIAL,1,Descontinuado,BOT
24602,43909,49922,BOTI BABY MOCHI MAT UNSX POL C/ALC,1,Descontinuado,BOT
24602,43912,-,DR BOTICA MOCHILA FIDO POLIESTER C/ALC,2,Descontinuado,BOT
24602,43932,-,MATCH ESCV P/MODELAR E ALISAR ABS,3,Descontinuado,BOT
24602,43945,-,MAKE B ESPNJ KONJAC,2,Descontinuado,BOT
24602,43955,-,MATCH PENTE P/VOL PA,1,Descontinuado,BOT
24602,4472,-,BOTIK GEL SEC P/ACNE ACID MAND/SALIC 15G,2,Descontinuado,BOT
24602,4473,87491,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,2,Descontinuado,BOT
24602,4480,87484,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,3,Descontinuado,BOT
24602,44801,-,CBEM BOLSA VERAO PES C/A,1,Descontinuado,BOT
24602,44807,-,MATCH ESTJ PRATICO P/CABELOS,1,Descontinuado,BOT
24602,4510,87483,REF BOTIK CR FAC FIRM AC/HIALUR 40g,4,Descontinuado,BOT
