PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
18612,10019,"GLAM BAT MICR/PLAS SCARLET ABSOLUTO 3,3g",EUD,E,0
18612,10020,"GLAM BAT MICR/PLAS NUDE ROSADO 3,3g",EUD,E,0
18612,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,1
18612,1005,DEM FLORATTA DES COL MY BLUE 4ml,BOT,E,0
18612,10140,"GLAM BAT MICR/PLAS MARSALA SUPREMO 3,3g",EUD,E,0
18612,10282,"GLAM BAT MICR/PLAS VERMELHO RUBY 3,3g",EUD,E,0
18612,10297,"GLAM BAT MICR/PLAS ROSE DELICADO 3,3g",EUD,E,0
18612,1062,NIINA SECRETS DES COL 100ml,EUD,E,0
18612,1063,DEM NIINA SECRETS DES COL 4ml,EUD,E,0
18612,1073,NIINA SECRETS LOC DES HID CPO 200ml,EUD,E,0
18612,1078,MATCH SRUM CAP POS QUIMICA 50ml,BOT,E,1
18612,1102,FLAC EUD DES COL TECIDOS 3X1ml,EUD,E,0
18612,1113,COMB AROMATER STRESS,BOT,E,0
18612,1114,COMB AROMATER ENERG,BOT,E,0
18612,1116,COMB AROMATER CALMA,BOT,E,0
18612,1124,EMBALAGEM PRESENTEAVEL INSTANCE,EUD,E,0
18612,1125,COMB EGEO DOLCE MAES NANICO,BOT,E,0
18612,1159,GLAM ILUM STCK FAC GOLDEN 5g,EUD,E,0
18612,1160,GLAM BLUSH STCK MALVA 5g,EUD,E,0
18612,1192,GLAM BLUSH STCK GINGER 5g,EUD,E,0
18612,1204,GLAM GEL LIMP DEMAQ SK/PERF 100g,EUD,E,0
18612,12084,ESTJ EGEO DOLCE NAM/22,BOT,E,0
18612,1245,GLAM ESMLT AMEIXA PROFUNDO 7ml,EUD,E,0
18612,1246,GLAM ESMLT AZUL CARBONO 7ML,EUD,E,0
18612,1296,PMPCK THE BLEND DES ANTIT AER 2x75g,BOT,E,0
18612,12961,EUD CR DES HID CPO INDUL 250g,EUD,E,0
18612,12965,EUD CR DES HID CPO RGE 250g V2,EUD,E,0
18612,12967,LA VICT CR ACET DES HID CPO 250g V2,EUD,E,0
18612,1302,PMPCK LILY DES ANTIT AER 2X75G,BOT,C,0
18612,1314,PMPCK ZAAD DES ANTIT AER 2X75G,BOT,C,4
18612,1317,PMPCK MALBEC DES ANTIT AER 2x75g,BOT,E,0
18612,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,B,8
18612,14482,FLAC LILY EDP 4ml VE,BOT,E,0
18612,1454,"GLAM PLT SOMBRA ESSENTIAL 5,85g",EUD,E,0
18612,1478,COMB SIAGE REMOVE OLEOSIDADE SHAMP/COND,EUD,E,0
18612,1521,GLAM PLT MULT RED DIAM COR ELET/PINK 30g,EUD,E,0
18612,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,B,5
18612,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,C,9
18612,1638,COMB SIAGE MEN POMAD/SHAMP FORCA,EUD,E,0
18612,1639,COMB SIAGE MEN POMAD/SHAMP ANTICASPA,EUD,E,0
18612,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,C,4
18612,1641,SIAGE SHAMP HAIR/PLAS 250ml,EUD,E,0
18612,1642,COMB INSTANCE BAUN MINI LOC/SAB,EUD,E,0
18612,1643,COMB EUD SENS VELV CREM/SAB LIQ,EUD,E,0
18612,16438,FLAC GLAMOUR S/B DES COL 4ml VE,BOT,E,0
18612,16439,FLAC ANNI DES COL 4ML VE,BOT,E,0
18612,1644,SIAGE MASC CAP HIALUR HAIR/PLAS 250g,EUD,E,0
18612,1648,CJ SCH SIAGE HAIR/PLAS 3x7ml VDA,EUD,E,0
18612,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,E,15
18612,1652,COMB EUD MISS FLORALE CREM MAOS/LOC CPO,EUD,E,0
18612,1657,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,BOT,E,0
18612,1672,NSPA LOC ANTIOX D H CPO M/RUBY 100ml PRM,BOT,E,3
18612,1675,COMB GLAM REG OLHOS II,EUD,E,0
18612,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,1
18612,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,1
18612,1697,NSPA OL MULTIF QUINOA 85ml,BOT,E,0
18612,1748,COMB IMENSI PERF E LOC,EUD,E,0
18612,1752,COMB EUD SEDISS CUIDADOS III,EUD,E,0
18612,17552,DEM/V CARBON DES COL 4ml,EUD,E,0
18612,1762,CBEM CARTCH PRES BEIJINHO,BOT,E,0
18612,1763,COMB EUDORA H PERF/AER,EUD,E,0
18612,1768,COMB RUMMO AVENTURA PERF/LOC,EUD,E,0
18612,1769,COMB EUD MISS FLORALE PERF/LOC/CREM MAO,EUD,E,0
18612,1776,COMB CLUB 6 VOYAGE PERF E SHAMP,EUD,E,0
18612,1786,MAKE B BAS LIQ MATE SALICYLIC 150 30g,BOT,E,1
18612,1787,MAKE B BAS LIQ MATE SALICYLIC 120 30g,BOT,C,0
18612,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,2
18612,1789,MAKE B BAS LIQ MATE SALICYLIC 220 30g,BOT,E,0
18612,1790,MAKE B BAS LIQ MATE SALICYLIC 190 30g,BOT,E,2
18612,1806,MAKE B BAS LIQ MATE SALICYLIC 180 30g,BOT,E,1
18612,1808,MAKE B BAS LIQ MATE SALICYLIC 200 30g,BOT,E,0
18612,1861,MAKE B BAS LIQ MATE SALICYLIC 320 30g,BOT,E,0
18612,1862,MAKE B BAS LIQ MATE SALICYLIC 290 30g,BOT,E,0
18612,1863,MAKE B BAS LIQ MATE SALICYLIC 330 30g,BOT,E,0
18612,19685,ELYSEE EDP 50ml,BOT,E,3
18612,19734,THATY DES COL BOTICOLL 100ML,BOT,B,42
18612,19814,EUD CR DES HID CPO DLX 250g V4,EUD,E,0
18612,19815,SOUL MASC CILIO VOL BOMB 10g,EUD,E,0
18612,19816,SIAGE SHAMP CICA THERAPY 250ml,EUD,E,0
18612,2094,"INTENSE BAT CREM POP BEGE AMEND 3,6g",BOT,C,1
18612,2100,"INTENSE BAT CREM POP ROSA 3,6g",BOT,C,0
18612,2150,"INTENSE BAT CREM POP MAGENTA 3,6g",BOT,C,0
18612,2186,"INTENSE BAT MATE POP BEGE CAST 4,0g",BOT,B,0
18612,2192,INTENSE BAT MAT INTENSE POP VERM 4g,BOT,C,0
18612,2215,INTENSE BAT MAT INTENSE POP ROS/TELH 4g,BOT,C,0
18612,22248,CECITA DES COL BOTICOLL 100ML,BOT,E,0
18612,22249,FREE DES COL BOTICOLL 100ml V4,BOT,B,9
18612,2239,INTENSE BAS LIQ MATE CAMUFL POP 100 20ml,BOT,E,4
18612,2240,INTENSE BAS LIQ MATE CAMUFL POP 120 20ml,BOT,E,3
