PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
24602,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,6
24602,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,B,6
24602,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,B,6
24602,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,B,6
24602,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,C,5
24602,1786,MAKE B BAS LIQ MATE SALICYLIC 150 30g,BOT,E,4
24602,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,1
24602,1789,MAKE B BAS LIQ MATE SALICYLIC 220 30g,BOT,C,1
24602,1790,MAKE B BAS LIQ MATE SALICYLIC 190 30g,BOT,C,1
24602,1806,MAKE B BAS LIQ MATE SALICYLIC 180 30g,BOT,C,2
24602,1808,MAKE B BAS LIQ MATE SALICYLIC 200 30g,BOT,C,1
24602,1861,MAKE B BAS LIQ MATE SALICYLIC 320 30g,BOT,E,2
24602,1862,MAKE B BAS LIQ MATE SALICYLIC 290 30g,BOT,E,2
24602,1863,MAKE B BAS LIQ MATE SALICYLIC 330 30g,BOT,E,2
24602,19734,THATY DES COL BOTICOLL 100ML,BOT,A,74
24602,22249,FREE DES COL BOTICOLL 100ml V4,BOT,A,38
24602,2239,INTENSE BAS LIQ MATE CAMUFL POP 100 20ml,BOT,E,5
24602,2240,INTENSE BAS LIQ MATE CAMUFL POP 120 20ml,BOT,E,5
24602,2252,INTENSE BAS LIQ MATE CAMUFL POP 140 20ml,BOT,C,5
24602,2256,INTENSE BAS LIQ MATE CAMUFL POP 160 20ml,BOT,C,10
24602,2257,INTENSE BAS LIQ MATE CAMUFL POP 190 20ml,BOT,C,0
24602,2276,INTENSE BAS LIQ MATE CAMUFL POP 300 20ml,BOT,E,1
24602,25458,FLORATTA DES COL BLUE 75ml,BOT,E,31
24602,27707,BOTICOLL CONNEXION DES COL 100ml V2,BOT,A,23
24602,27858,MAKE B LAP RETR P/OLH PRET PCK,BOT,B,2
24602,27861,MAKE B LAP P/OLH GEL ULTRABLACK,BOT,E,5
24602,29046,BOTICOLL CONNEX DES BDY SPR 100ml V6 PCK,BOT,B,0
24602,30247,EGEO DES COL PINA BLAST 90ml,BOT,B,23
24602,30363,EGEO DES COL CHERRY BLAST 90ml,BOT,B,1
