PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
18461,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,20
18461,1078,MATCH SRUM CAP POS QUIMICA 50ml,BOT,E,1
18461,11914,MYRIAD SAB LIQ 250ml,BOT,E,1
18461,12084,ESTJ EGEO DOLCE NAM/22,BOT,E,0
18461,1296,PMPCK THE BLEND DES ANTIT AER 2x75g,BOT,B,0
18461,12961,EUD CR DES HID CPO INDUL 250g,EUD,E,0
18461,12965,EUD CR DES HID CPO RGE 250g V2,EUD,E,0
18461,12967,LA VICT CR ACET DES HID CPO 250g V2,EUD,E,0
18461,1302,PMPCK LILY DES ANTIT AER 2X75G,BOT,B,4
18461,1314,PMPCK ZAAD DES ANTIT AER 2X75G,BOT,B,0
18461,1317,PMPCK MALBEC DES ANTIT AER 2x75g,BOT,B,1
18461,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,B,0
18461,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,E,14
18461,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,B,5
18461,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,C,5
18461,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,C,0
18461,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,0
18461,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,3
18461,1685,NSPA OL MULTIF ROSE 85ml,BOT,E,3
18461,1697,NSPA OL MULTIF QUINOA 85ml,BOT,B,0
18461,1786,MAKE B BAS LIQ MATE SALICYLIC 150 30g,BOT,C,1
18461,1787,MAKE B BAS LIQ MATE SALICYLIC 120 30g,BOT,E,2
18461,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,2
18461,1789,MAKE B BAS LIQ MATE SALICYLIC 220 30g,BOT,B,0
18461,1790,MAKE B BAS LIQ MATE SALICYLIC 190 30g,BOT,C,0
18461,1806,MAKE B BAS LIQ MATE SALICYLIC 180 30g,BOT,C,0
18461,1808,MAKE B BAS LIQ MATE SALICYLIC 200 30g,BOT,C,1
18461,1861,MAKE B BAS LIQ MATE SALICYLIC 320 30g,BOT,E,1
18461,1862,MAKE B BAS LIQ MATE SALICYLIC 290 30g,BOT,E,0
