PDV,SKU,SKU_PARA,DESCRIÇÃO,ESTOQUE ATUAL,FASES DO PRODUTO,MARCA
24587,1004,52493,FLORATTA DES COL MY BLUE 75ml,0,Descontinuado,BOT
24587,1078,-,MATCH SRUM CAP POS QUIMICA 50ml,1,Descontinuado,BOT
24587,12084,-,ESTJ EGEO DOLCE NAM/22,0,Descontinuado,BOT
24587,1657,57737,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,0,Descontinuado,BOT
24587,1672,-,NSPA LOC ANTIOX D H CPO M/RUBY 100ml PRM,1,Descontinuado,BOT
24587,1676,87051,NSPA OL MULTIF AMEIXA 85ml,0,Descontinuado,BOT
24587,1680,87050,NSPA OL MULTIF AMEIXA NEGRA 85ml,0,Descontinuado,BOT
24587,19685,53518,ELYSEE EDP 50ml,0,Descontinuado,BOT
24587,23743,88212,DEM FLAC ELYSEE EDP 4ml VE,0,Descontinuado,BOT
24587,25458,48310,FLORATTA DES COL BLUE 75ml,0,Descontinuado,BOT
24587,27861,55505,MAKE B LAP P/OLH GEL ULTRABLACK,5,Descontinuado,BOT
24587,29226,85796,ELYSEE CREM HID DES CPO ACETINADO 250g,0,Descontinuado,BOT
24587,30192,54101,MALBEC DES COL X 100ml,0,Descontinuado,BOT
24587,3220,-,OUI EDP FLEURS ETERN LA JONQUILLE 75ml,0,Descontinuado,BOT
24587,36486,58528,ESTJ FLORATTA BLUE REG/22,0,Descontinuado,BOT
24587,40088,-,MAKE B PINCEL APLICAR SOMBRA,0,Descontinuado,BOT
24587,4443,-,BOTIK ACQ GEL HID ANTIOL AC MAND/SAL 50g,2,Descontinuado,BOT
24587,4472,-,BOTIK GEL SEC P/ACNE ACID MAND/SALIC 15g,1,Descontinuado,BOT
24587,4473,87491,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,2,Descontinuado,BOT
24587,44764,-,SOPHIE CJ PINC C/2 UN,0,Descontinuado,BOT
24587,4480,87484,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,3,Descontinuado,BOT
24587,44865,56841,BOTI BANHEIRINHA TRANSP PS,0,Descontinuado,BOT
24587,4539,87482,BOTIK CR FAC FIRMADOR AC/HIAL 40g V2,1,Descontinuado,BOT
24587,46467,-,CBEM NECESS BRCA BOA NOITE S/A PES,0,Descontinuado,BOT
24587,46948,-,ARBO SHW GEL CAB/CPO 75g,3,Descontinuado,BOT
24587,47166,-,MEN DES ANTIT CR CLIN ULTRA PROTECT 50g,1,Descontinuado,BOT
24587,47235,50395,BOTI SUN PROT SOL CPO FPS 30 200g,0,Descontinuado,BOT
24587,47299,-,NSPA COND SOLIDO 75g,1,Descontinuado,BOT
24587,47412,-,INTENSE NECESSAIRE PU S/ALC,0,Descontinuado,BOT
