PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
20046,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,32
20046,1080,INTENSE GLOS LAB BUBBAL TUT/FRUT 5ml,BOT,E,16
20046,12084,ESTJ EGEO DOLCE NAM/22,BOT,E,0
20046,1296,PMPCK THE BLEND DES ANTIT AER 2x75g,BOT,E,0
20046,12961,EUD CR DES HID CPO INDUL 250g,EUD,E,0
20046,12965,EUD CR DES HID CPO RGE 250g V2,EUD,E,0
20046,12967,LA VICT CR ACET DES HID CPO 250g V2,EUD,E,0
20046,1302,PMPCK LILY DES ANTIT AER 2x75g,BOT,B,4
20046,1314,PMPCK ZAAD DES ANTIT AER 2x75g,BOT,E,1
20046,1317,PMPCK MALBEC DES ANTIT AER 2x75g,BOT,B,4
20046,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,B,11
20046,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,B,16
20046,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,B,32
20046,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,C,0
20046,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,C,4
20046,1672,NSPA LOC ANTIOX D H CPO M/RUBY 100ml PRM,BOT,E,1
20046,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,3
20046,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,0
20046,1685,NSPA OL MULTIF ROSE 85ml,BOT,E,3
20046,1697,NSPA OL MULTIF QUINOA 85ml,BOT,E,0
20046,1786,MAKE B BAS LIQ MATE SALICYLIC 150 30g,BOT,C,5
20046,1787,MAKE B BAS LIQ MATE SALICYLIC 120 30g,BOT,C,5
20046,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,3
20046,1789,MAKE B BAS LIQ MATE SALICYLIC 220 30g,BOT,C,0
20046,1790,MAKE B BAS LIQ MATE SALICYLIC 190 30g,BOT,E,4
20046,1806,MAKE B BAS LIQ MATE SALICYLIC 180 30g,BOT,E,3
20046,1808,MAKE B BAS LIQ MATE SALICYLIC 200 30g,BOT,C,1
20046,1861,MAKE B BAS LIQ MATE SALICYLIC 320 30g,BOT,E,3
20046,1862,MAKE B BAS LIQ MATE SALICYLIC 290 30g,BOT,E,7
20046,1863,MAKE B BAS LIQ MATE SALICYLIC 330 30g,BOT,E,4
20046,19685,ELYSEE EDP 50ml,BOT,E,0
20046,19734,THATY DES COL BOTICOLL 100ML,BOT,A,11
20046,19814,EUD CR DES HID CPO DLX 250g V4,EUD,E,0
20046,19815,SOUL MASC CILIO VOL BOMB 10g,EUD,E,0
20046,2094,"INTENSE BAT CREM POP BEGE AMEND 3,6g",BOT,C,2
20046,2100,"INTENSE BAT CREM POP ROSA 3,6g",BOT,C,5
20046,2150,"INTENSE BAT CREM POP MAGENTA 3,6g",BOT,C,0
20046,2186,"INTENSE BAT MATE POP BEGE CAST 4,0g",BOT,C,1
20046,2192,INTENSE BAT MAT INTENSE POP VERM 4g,BOT,C,3
20046,22023,INTENSE DES COL OOPSS 50ml,BOT,E,4
20046,2215,INTENSE BAT MAT INTENSE POP ROS/TELH 4g,BOT,C,2
20046,22248,CECITA DES COL BOTICOLL 100ML,BOT,E,0
20046,22249,FREE DES COL BOTICOLL 100ml V4,BOT,A,6
20046,2239,INTENSE BAS LIQ MATE CAMUFL POP 100 20ml,BOT,E,3
20046,2240,INTENSE BAS LIQ MATE CAMUFL POP 120 20ml,BOT,C,2
20046,2252,INTENSE BAS LIQ MATE CAMUFL POP 140 20ml,BOT,C,3
20046,2256,INTENSE BAS LIQ MATE CAMUFL POP 160 20ml,BOT,C,1
20046,2257,INTENSE BAS LIQ MATE CAMUFL POP 190 20ml,BOT,C,0
20046,2258,INTENSE BAS LIQ MATE CAMUFL POP 210 20ml,BOT,C,1
20046,2259,INTENSE BAS LIQ MATE CAMUFL POP 230 20ml,BOT,C,0
20046,2260,INTENSE BAS LIQ MATE CAMUFL POP 240 20ml,BOT,C,1
20046,2274,INTENSE BAS LIQ MATE CAMUFL POP 260 20ml,BOT,C,0
20046,2276,INTENSE BAS LIQ MATE CAMUFL POP 300 20ml,BOT,E,4
20046,2285,INTENSE BAS LIQ MATE CAMUFL POP 320 20ml,BOT,C,14
20046,2286,INTENSE BAS LIQ MATE CAMUFL POP 330 20ml,BOT,E,6
20046,23743,DEM FLAC ELYSEE EDP 4ml VE,BOT,E,0
20046,2483,"INTENSE LAP P/OLHO POP PRETO 1,1g",BOT,C,0
20046,2501,MALBEC CAR PRES CLUB,BOT,E,0
20046,25458,FLORATTA DES COL BLUE 75ml,BOT,E,81
