PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
22543,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,46
22543,1062,NIINA SECRETS DES COL 100ml,EUD,C,8
22543,1073,NIINA SECRETS LOC DES HID CPO 200ml,EUD,C,6
22543,1192,GLAM BLUSH STCK GINGER 5g,EUD,C,3
22543,1296,PMPCK THE BLEND DES ANTIT AER 2x75g,BOT,C,0
22543,12961,EUD CR DES HID CPO INDUL 250g,EUD,E,15
22543,12965,EUD CR DES HID CPO RGE 250g V2,EUD,E,15
22543,12967,LA VICT CR ACET DES HID CPO 250g V2,EUD,B,5
22543,1302,PMPCK LILY DES ANTIT AER 2x75g,BOT,C,0
22543,1314,PMPCK ZAAD DES ANTIT AER 2x75g,BOT,C,1
22543,1317,PMPCK MALBEC DES ANTIT AER 2x75g,BOT,C,0
22543,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,C,10
22543,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,C,7
22543,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,C,6
22543,1641,SIAGE SHAMP HAIR/PLAS 250ml,EUD,A,10
22543,1644,SIAGE MASC CAP HIALUR HAIR/PLAS 250g,EUD,A,62
22543,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,C,4
22543,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,3
22543,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,9
22543,1697,NSPA OL MULTIF QUINOA 85ml,BOT,E,6
22543,1788,MAKE B BAS LIQ MATE SALICYLIC 100 30g,BOT,E,1
22543,1790,MAKE B BAS LIQ MATE SALICYLIC 190 30g,BOT,E,2
22543,1808,MAKE B BAS LIQ MATE SALICYLIC 200 30g,BOT,E,3
22543,1862,MAKE B BAS LIQ MATE SALICYLIC 290 30g,BOT,E,0
22543,19685,ELYSEE EDP 50ml,BOT,E,0
22543,19734,THATY DES COL BOTICOLL 100ML,BOT,B,81
22543,19814,EUD CR DES HID CPO DLX 250g V4,EUD,E,0
22543,19815,SOUL MASC CILIO VOL BOMB 10g,EUD,B,0
22543,19816,SIAGE SHAMP CICA THERAPY 250ml,EUD,B,8
22543,2100,"INTENSE BAT CREM POP ROSA 3,6g",BOT,C,0
22543,2150,"INTENSE BAT CREM POP MAGENTA 3,6g",BOT,C,0
22543,2186,"INTENSE BAT MATE POP BEGE CAST 4,0g",BOT,C,2
22543,2192,INTENSE BAT MAT INTENSE POP VERM 4g,BOT,C,26
22543,2215,INTENSE BAT MAT INTENSE POP ROS/TELH 4g,BOT,C,16
22543,22248,CECITA DES COL BOTICOLL 100ML,BOT,B,8
22543,22249,FREE DES COL BOTICOLL 100ml V4,BOT,B,11
22543,2240,INTENSE BAS LIQ MATE CAMUFL POP 120 20ml,BOT,E,1
22543,2256,INTENSE BAS LIQ MATE CAMUFL POP 160 20ml,BOT,E,2
22543,2260,INTENSE BAS LIQ MATE CAMUFL POP 240 20ml,BOT,C,0
22543,2276,INTENSE BAS LIQ MATE CAMUFL POP 300 20ml,BOT,C,0
22543,2285,INTENSE BAS LIQ MATE CAMUFL POP 320 20ml,BOT,E,0
22543,23743,DEM FLAC ELYSEE EDP 4ml VE,BOT,E,0
22543,2483,"INTENSE LAP P/OLHO POP PRETO 1,1g",BOT,C,7
22543,25458,FLORATTA DES COL BLUE 75ml,BOT,E,177
22543,27707,BOTICOLL CONNEXION DES COL 100ml V2,BOT,A,38
22543,27856,MAKE B DELINEADOR LIQ P/OLHOS PRETO,BOT,E,1
22543,27858,MAKE B LAP RETR P/OLH PRET PCK,BOT,E,0
22543,28347,CUIDE SE BEM LOCAO H D/CPO R/ALG 200ml,BOT,E,4
22543,29046,BOTICOLL CONNEX DES BDY SPR 100ml V6 PCK,BOT,C,2
22543,29226,ELYSEE CREM HID DES CPO ACETINADO 250g,BOT,E,19
22543,30013,QDB BASE LIQ LEVANTA TUDO COR 04Q 30ml,QDB,B,3
22543,30015,QDB BASE LIQ LEVANTA TUDO COR 14N 30ml,QDB,E,4
22543,30016,QDB BASE LIQ LEVANTA TUDO COR 06Q 30ml,QDB,E,4
22543,30017,QDB BASE LIQ LEVANTA TUDO COR 07N 30ml,QDB,E,3
22543,30018,QDB BASE LIQ LEVANTA TUDO COR 15Q 30ml,QDB,E,5
22543,30178,GLAM ILUM STCK FAC LUMINOUS 5g,EUD,E,0
22543,30192,MALBEC DES COL X 100ml,BOT,E,18
22543,30199,SIAGE SHAMP HID MICLR 250ml,EUD,B,37
22543,30203,SIAGE MASC CAP HIDRATACAO MICELAR 250g,EUD,B,33
22543,30207,SIAGE LEAV CAP HIDRATACAO MICELAR 100ml,EUD,C,30
22543,30247,EGEO DES COL PINA BLAST 90ml,BOT,C,34
22543,30302,SIAGE COND HIDRATACAO MICELAR V2 200ml,EUD,B,39
22543,30363,EGEO DES COL CHERRY BLAST 90ml,BOT,B,35
22543,3220,OUI EDP FLEURS ETERN LA JONQUILLE 75ml,BOT,E,2
22543,33423,COMB MALBEC CLUB PAIS/21,BOT,E,0
22543,33424,ESTJ FLORATTA FLOWERS SORT REG/22,BOT,C,9
22543,33427,LILY GELEIA DES HID CORPORAL GLOW 250g,BOT,B,11
22543,3505,CAIXA P INST 2021 ROSA ECONOMICA,BOT,E,0
22543,3542,CAIXA G INST 2021 ROSA ECONOMICA,BOT,E,0
22543,36487,REF MAKE B PO COMP FAC HYAL 40 8g,BOT,E,2
22543,36488,REF MAKE B PO COMP FAC HYAL 50 8g,BOT,C,1
22543,36637,REF MAKE B PO COMP FAC HYAL 60 8g,BOT,E,4
22543,36826,REF MAKE B PO COMP FAC HYAL 70 8g,BOT,E,3
22543,37159,REF MAKE B PO COMP FAC HYAL 80 8g,BOT,E,1
22543,37693,REF MAKE B PO COMP FAC HYAL 10 8g,BOT,E,0
22543,37695,REF MAKE B PO COMP FAC HYAL 25 8g,BOT,E,1
22543,37696,REF MAKE B PO COMP FAC HYAL 15 8g,BOT,E,0
22543,37699,REF MAKE B PO COMP FAC HYAL 30 8g,BOT,E,3
22543,3797,COMB CARBON TURBO NAM/21,EUD,E,0
22543,39235,CELEBRE DES BDY SPR FORCA 100ml,BOT,C,43
22543,40058,REF CELEBRE DES BDY SPR FORCA 100ml,BOT,E,9
22543,40121,ESTJ ZAAD REG/22,BOT,E,0
22543,40220,ESTJ CBEM NUVEM REG/22,BOT,E,0
22543,40268,ESTJ NSPA AMEIXA REG/22,BOT,E,4
22543,42113,CAPINHA NUVEM EM SILICONE,BOT,E,1
22543,42851,CX MASTER N MED 432X315X191,BOT,E,0
22543,4443,BOTIK ACQ GEL HID ANTIOL AC MAND/SAL 50g,BOT,E,5
22543,4472,BOTIK GEL SEC P/ACNE ACID MAND/SALIC 15g,BOT,E,4
22543,4473,BOTIK GEL LIMP FAC MCLR AC MAND/SAL 150g,BOT,E,0
22543,4480,BOTIK ACQ GEL HID FAC ANTIS AC/POLIG 50g,BOT,E,6
22543,44803,CBEM CESTINHO METAL C/A,BOT,C,0
22543,4481,BOTIK CREM HID FAC FIRM AC/POLIGL 50g,BOT,E,0
22543,4482,BOTIK LOC HID ANTIOL ACI POL FAC 110ml,BOT,E,0
22543,4509,BOTIK CR CON OLH RED/RUG AC/H CAF V2 15g,BOT,E,0
22543,4510,REF BOTIK CR FAC FIRM AC/HIALUR 40g,BOT,E,2
22543,4520,BOTIK GEL CR FAC FIRM AC/HIALUR 40g,BOT,C,2
22543,4522,REF BOTIK GEL CR FAC FIRM AC/HIAL 40g V2,BOT,E,3
22543,4539,BOTIK CR FAC FIRMADOR AC/HIAL 40g V2,BOT,E,2
22543,45553,INTENSE TOALHA DEMAQ ROXA PES,BOT,E,1
22543,45557,BOTI APONTADOR CHUMBO,BOT,E,2
22543,45627,INTENSE CJ PINC MINI FAC C/4,BOT,E,1
22543,45629,INTENSE KIT ESPNJ C/2 UND,BOT,E,0
22543,45982,MOLIERE CAHIER CADERNO,BOT,E,3
22543,46055,BOTI CAMISETA ANF PP EXP,BOT,E,0
22543,46060,BOTI CAMISETA ANF EG EXP,BOT,E,0
22543,46061,BOTI CAMISETA ANF EGG EXP,BOT,E,0
22543,46062,BOTI CAMISETA ANF EG1 EXP,BOT,E,0
22543,46063,BOTI CAMISETA ANF EG2 EXP,BOT,E,0
22543,46064,BOTI CAMISETA ANF EG3 EXP,BOT,E,0
22543,46065,BOTI CAMISETA ANF EG4 EXP,BOT,E,0
22543,46090,BOTI TENIS FEM 35 EXP,BOT,E,0
22543,46091,BOTI TENIS FEM 36 EXP,BOT,E,0
22543,46092,BOTI TENIS FEM 37 EXP,BOT,E,0
22543,46093,BOTI TENIS FEM 38 EXP,BOT,E,0
22543,46098,BOTI CAMISETA BOLS PP EXP,BOT,E,0
22543,46099,BOTI CAMISETA BOLS P EXP,BOT,E,0
22543,46100,BOTI CAMISETA BOLS G EXP,BOT,E,0
22543,46101,BOTI CAMISETA BOLS M EXP,BOT,E,0
22543,46102,BOTI CAMISETA BOLS GG EXP,BOT,E,0
22543,46103,BOTI CAMISETA BOLS EG EXP,BOT,E,0
22543,46104,BOTI CAMISETA BOLS EGG EXP,BOT,E,0
22543,46105,BOTI CAMISETA BOLS EG1 EXP,BOT,E,0
22543,46106,BOTI CAMISETA BOLS EG2 EXP,BOT,E,0
22543,46107,BOTI CAMISETA BOLS EG3 EXP,BOT,E,0
22543,46108,BOTI CAMISETA BOLS EG4 EXP,BOT,E,0
22543,46109,BOTI CAM BASIC PTA FEM PP EXP,BOT,E,0
22543,46110,BOTI CAMISETA BASIC PTA FEM P EXP,BOT,E,0
22543,46111,BOTI CAMISETA BASIC PTA FEM M EXP,BOT,E,0
22543,46112,BOTI CAMISETA BASIC PTA FEM G EXP,BOT,E,0
22543,46113,BOTI CAMISETA BASIC PTA FEM GG EXP,BOT,E,0
22543,46114,BOTI CAMISETA BASIC PTA FEM EG EXP,BOT,E,0
22543,46115,BOTI CAMISETA BASIC PTA FEM EGG EXP,BOT,E,0
22543,46117,BOTI BLS VDE FEM PP EXP,BOT,E,0
22543,46121,BOTI BLUSA VDE FEM GG EXP,BOT,E,0
22543,46122,BOTI BLUSA VDE FEM EG EXP,BOT,E,0
22543,46144,BOTI CAM JEANS FEM EG EXP,BOT,E,0
22543,46161,BOTI CALCA DESP FEM 34 EXP,BOT,E,0
22543,46162,BOTI CALCA DESP FEM 36 EXP,BOT,E,0
22543,46163,BOTI CALCA DESP FEM 38 EXP,BOT,E,0
22543,46164,BOTI CALCA DESP FEM 40 EXP,BOT,E,0
22543,46165,BOTI CALCA DESP FEM 42 EXP,BOT,E,0
22543,46166,BOTI CALCA DESP FEM 44 EXP,BOT,E,0
22543,46167,BOTI CALCA DESP FEM 46 EXP,BOT,E,0
