PDV,SKU,DESCRIÇÃO,MARCA,CURVA,ESTOQUE_ATUAL
18707,10019,"GLAM BAT MICR/PLAS SCARLET ABSOLUTO 3,3g",EUD,E,22
18707,10020,"GLAM BAT MICR/PLAS NUDE ROSADO 3,3g",EUD,E,0
18707,1004,FLORATTA DES COL MY BLUE 75ml,BOT,E,54
18707,1005,DEM FLORATTA DES COL MY BLUE 4ml,BOT,E,0
18707,10140,"GLAM BAT MICR/PLAS MARSALA SUPREMO 3,3g",EUD,E,0
18707,10282,"GLAM BAT MICR/PLAS VERMELHO RUBY 3,3g",EUD,C,0
18707,10297,"GLAM BAT MICR/PLAS ROSE DELICADO 3,3g",EUD,E,0
18707,1062,NIINA SECRETS DES COL 100ml,EUD,C,55
18707,1073,NIINA SECRETS LOC DES HID CPO 200ml,EUD,C,48
18707,1078,MATCH SRUM CAP POS QUIMICA 50ml,BOT,E,31
18707,1113,COMB AROMATER STRESS,BOT,E,0
18707,1114,COMB AROMATER ENERG,BOT,E,0
18707,1116,COMB AROMATER CALMA,BOT,E,0
18707,1125,COMB EGEO DOLCE MAES NANICO,BOT,E,0
18707,1128,GLAM BALM NANO 3D GOIABA 3g,EUD,E,1
18707,1159,GLAM ILUM STCK FAC GOLDEN 5g,EUD,C,16
18707,1160,GLAM BLUSH STCK MALVA 5g,EUD,C,17
18707,1192,GLAM BLUSH STCK GINGER 5g,EUD,C,24
18707,1204,GLAM GEL LIMP DEMAQ SK/PERF 100g,EUD,C,2
18707,12084,ESTJ EGEO DOLCE NAM/22,BOT,E,0
18707,1245,GLAM ESMLT AMEIXA PROFUNDO 7ml,EUD,C,5
18707,1246,GLAM ESMLT AZUL CARBONO 7ml,EUD,C,0
18707,1249,"GLAM LAP GEL P/OLH PRETO 1,2g",EUD,E,6
18707,12597,"SOUL BALM LIQ JEL FRESH MOR/TENT 7,5ml",EUD,E,4
18707,1278,"GLAM MASC CILIO VOL INFINITY 8,5g",EUD,C,3
18707,1296,PMPCK THE BLEND DES ANTIT AER 2x75g,BOT,C,12
18707,12961,EUD CR DES HID CPO INDUL 250g,EUD,E,26
18707,12965,EUD CR DES HID CPO RGE 250g V2,EUD,E,50
18707,12967,LA VICT CR ACET DES HID CPO 250g V2,EUD,B,92
18707,1302,PMPCK LILY DES ANTIT AER 2x75g,BOT,B,20
18707,1314,PMPCK ZAAD DES ANTIT AER 2x75g,BOT,C,0
18707,1317,PMPCK MALBEC DES ANTIT AER 2x75g,BOT,B,48
18707,1428,NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml,BOT,C,70
18707,14482,FLAC LILY EDP 4ml VE,BOT,E,0
18707,1454,"GLAM PLT SOMBRA ESSENTIAL 5,85g",EUD,E,24
18707,1478,COMB SIAGE REMOVE OLEOSIDADE SHAMP/COND,EUD,E,0
18707,1630,NSPA DES COL BDY SPLSH M/RUBY 200ml,BOT,C,76
18707,1633,NSPA COND MORANGO RUBY 300ml,BOT,E,1
18707,1634,NSPA GEL ESF CPO MORANGO RUBY 175G,BOT,E,22
18707,1638,COMB SIAGE MEN POMAD/SHAMP FORCA,EUD,E,0
18707,1639,COMB SIAGE MEN POMAD/SHAMP ANTICASPA,EUD,E,0
18707,1640,NSPA LOC ANTIOX DES HID CPO M/RUBY 200ml,BOT,C,22
18707,1641,SIAGE SHAMP HAIR/PLAS 250ml,EUD,A,267
18707,1642,COMB INSTANCE BAUN MINI LOC/SAB,EUD,E,0
18707,1643,COMB EUD SENS VELV CREM/SAB LIQ,EUD,E,0
18707,16438,FLAC GLAMOUR S/B DES COL 4ml VE,BOT,E,0
18707,16439,FLAC ANNI DES COL 4ML VE,BOT,E,0
18707,1644,SIAGE MASC CAP HIALUR HAIR/PLAS 250g,EUD,A,18
18707,1648,CJ SCH SIAGE HAIR/PLAS 3x7ml VDA,EUD,C,0
18707,1650,REF NSPA LOC ANTIOX D H CPO M/RUBY 350ml,BOT,C,15
18707,1652,COMB EUD MISS FLORALE CREM MAOS/LOC CPO,EUD,E,0
18707,1657,DEM NSPA DES COL BDY SPLSH M/RUBY 4ml,BOT,E,0
18707,1675,COMB GLAM REG OLHOS II,EUD,E,0
18707,1676,NSPA OL MULTIF AMEIXA 85ml,BOT,E,6
18707,1680,NSPA OL MULTIF AMEIXA NEGRA 85ml,BOT,E,0
18707,1685,NSPA OL MULTIF ROSE 85ml,BOT,E,3
18707,1697,NSPA OL MULTIF QUINOA 85ml,BOT,C,7
